,datetime_local,location_name,BPM2.5
567,2022-01-24-17,Melbourne CBD,5.261
568,2022-01-24-18,Melbourne CBD,8.986
569,2022-01-24-19,Melbourne CBD,8.089
570,2022-01-24-20,Melbourne CBD,15.828
571,2022-01-24-21,Melbourne CBD,9.382
572,2022-01-24-22,Melbourne CBD,7.161
573,2022-01-24-23,Melbourne CBD,14.603
574,2022-01-25-00,Melbourne CBD,12.874
575,2022-01-25-01,Melbourne CBD,6.592
576,2022-01-25-02,Melbourne CBD,6.346
577,2022-01-25-03,Melbourne CBD,10.348
578,2022-01-25-04,Melbourne CBD,6.139
579,2022-01-25-05,Melbourne CBD,13.221
580,2022-01-25-06,Melbourne CBD,11.321
581,2022-01-25-07,Melbourne CBD,6.261
582,2022-01-25-08,Melbourne CBD,13.543
583,2022-01-25-14,Melbourne CBD,12.083
584,2022-01-25-15,Melbourne CBD,13.723
585,2022-01-25-16,Melbourne CBD,16.216
586,2022-01-25-17,Melbourne CBD,14.432
587,2022-01-25-18,Melbourne CBD,17.586
588,2022-01-25-19,Melbourne CBD,14.359
589,2022-01-25-20,Melbourne CBD,17.782
590,2022-01-25-21,Melbourne CBD,13.715
591,2022-01-25-22,Melbourne CBD,15.65
592,2022-01-25-23,Melbourne CBD,16.775
593,2022-01-26-00,Melbourne CBD,8.644
594,2022-01-26-01,Melbourne CBD,8.162
595,2022-01-26-02,Melbourne CBD,14.489
596,2022-01-26-03,Melbourne CBD,9.586
597,2022-01-26-04,Melbourne CBD,6.093
598,2022-01-26-05,Melbourne CBD,16.143
599,2022-01-26-06,Melbourne CBD,11.904
600,2022-01-26-07,Melbourne CBD,13.266
601,2022-01-26-08,Melbourne CBD,10.779
602,2022-01-26-09,Melbourne CBD,16.24
603,2022-01-26-10,Melbourne CBD,13.777
604,2022-01-26-11,Melbourne CBD,10.633
605,2022-01-26-12,Melbourne CBD,15.07
606,2022-01-26-13,Melbourne CBD,9.825
607,2022-01-26-14,Melbourne CBD,10.355
608,2022-01-26-15,Melbourne CBD,7.918
609,2022-01-26-16,Melbourne CBD,7.203
610,2022-01-26-17,Melbourne CBD,8.756
611,2022-01-26-18,Melbourne CBD,19.306
612,2022-01-26-19,Melbourne CBD,14.48
613,2022-01-26-20,Melbourne CBD,12.941
614,2022-01-26-21,Melbourne CBD,14.764
615,2022-01-26-22,Melbourne CBD,10.599
616,2022-01-26-23,Melbourne CBD,8.18
617,2022-01-27-00,Melbourne CBD,8.682
618,2022-01-27-01,Melbourne CBD,10.803
619,2022-01-27-02,Melbourne CBD,4.756
620,2022-01-27-03,Melbourne CBD,0.676
621,2022-01-27-04,Melbourne CBD,4.817
622,2022-01-27-05,Melbourne CBD,3.56
623,2022-01-27-06,Melbourne CBD,4.432
624,2022-01-27-07,Melbourne CBD,3.492
625,2022-01-27-08,Melbourne CBD,4.44
626,2022-01-27-09,Melbourne CBD,6.973
627,2022-01-27-10,Melbourne CBD,-0.258
628,2022-01-27-11,Melbourne CBD,4.834
629,2022-01-27-12,Melbourne CBD,5.555
630,2022-01-27-13,Melbourne CBD,11.146
631,2022-01-27-14,Melbourne CBD,6.581
632,2022-01-27-15,Melbourne CBD,8.898
633,2022-01-27-16,Melbourne CBD,7.717
634,2022-01-27-17,Melbourne CBD,1.849
635,2022-01-27-18,Melbourne CBD,6.383
636,2022-01-27-19,Melbourne CBD,-0.559
637,2022-01-27-20,Melbourne CBD,7.136
638,2022-01-27-21,Melbourne CBD,11.436
639,2022-01-27-22,Melbourne CBD,1.091
640,2022-01-27-23,Melbourne CBD,7.544
641,2022-01-28-00,Melbourne CBD,6.549
642,2022-01-28-01,Melbourne CBD,4.022
643,2022-01-28-02,Melbourne CBD,9.662
644,2022-01-28-03,Melbourne CBD,9.155
645,2022-01-28-04,Melbourne CBD,5.499
646,2022-01-28-05,Melbourne CBD,6.701
647,2022-01-28-06,Melbourne CBD,10.611
648,2022-01-28-07,Melbourne CBD,4.266
649,2022-01-28-08,Melbourne CBD,5.922
650,2022-01-28-09,Melbourne CBD,5.452
651,2022-01-28-10,Melbourne CBD,7.736
652,2022-01-28-11,Melbourne CBD,9.159
653,2022-01-28-12,Melbourne CBD,10.621
654,2022-01-28-13,Melbourne CBD,3.012
655,2022-01-28-14,Melbourne CBD,8.627
656,2022-01-28-15,Melbourne CBD,12.97
657,2022-01-28-16,Melbourne CBD,10.773
658,2022-01-28-17,Melbourne CBD,7.752
659,2022-01-28-18,Melbourne CBD,6.696
660,2022-01-28-19,Melbourne CBD,10.626
661,2022-01-28-20,Melbourne CBD,4.585
662,2022-01-28-21,Melbourne CBD,2.374
663,2022-01-28-22,Melbourne CBD,5.959
664,2022-01-28-23,Melbourne CBD,5.264
665,2022-01-29-00,Melbourne CBD,7.017
666,2022-01-29-01,Melbourne CBD,7.902
667,2022-01-29-02,Melbourne CBD,6.861
668,2022-01-29-03,Melbourne CBD,4.64
669,2022-01-29-04,Melbourne CBD,2.717
670,2022-01-29-05,Melbourne CBD,5.869
671,2022-01-29-06,Melbourne CBD,2.406
672,2022-01-29-07,Melbourne CBD,0.491
673,2022-01-29-08,Melbourne CBD,1.912
674,2022-01-29-09,Melbourne CBD,7.819
675,2022-01-29-10,Melbourne CBD,1.739
676,2022-01-29-11,Melbourne CBD,10.234
677,2022-01-29-12,Melbourne CBD,2.532
678,2022-01-29-13,Melbourne CBD,9.761
679,2022-01-29-14,Melbourne CBD,0.386
680,2022-01-29-15,Melbourne CBD,5.635
681,2022-01-29-16,Melbourne CBD,3.561
682,2022-01-29-17,Melbourne CBD,6.334
683,2022-01-29-18,Melbourne CBD,3.012
684,2022-01-29-19,Melbourne CBD,4.967
685,2022-01-29-20,Melbourne CBD,2.362
686,2022-01-29-21,Melbourne CBD,8.177
687,2022-01-29-22,Melbourne CBD,6.297
688,2022-01-29-23,Melbourne CBD,4.091
689,2022-01-30-00,Melbourne CBD,8.034
690,2022-01-30-01,Melbourne CBD,8.815
691,2022-01-30-02,Melbourne CBD,3.825
692,2022-01-30-03,Melbourne CBD,3.775
693,2022-01-30-04,Melbourne CBD,3.743
694,2022-01-30-05,Melbourne CBD,-1.12
695,2022-01-30-06,Melbourne CBD,3.403
696,2022-01-30-07,Melbourne CBD,1.66
697,2022-01-30-08,Melbourne CBD,1.924
698,2022-01-30-09,Melbourne CBD,-0.193
699,2022-01-30-10,Melbourne CBD,-0.137
700,2022-01-30-11,Melbourne CBD,8.488
701,2022-01-30-12,Melbourne CBD,6.373
702,2022-01-30-13,Melbourne CBD,10.989
703,2022-01-30-14,Melbourne CBD,12.667
704,2022-01-30-15,Melbourne CBD,2.642
705,2022-01-30-16,Melbourne CBD,6.555
706,2022-01-30-17,Melbourne CBD,13.694
707,2022-01-30-18,Melbourne CBD,6.728
708,2022-01-30-19,Melbourne CBD,7.654
709,2022-01-30-20,Melbourne CBD,7.392
710,2022-01-30-21,Melbourne CBD,4.828
711,2022-01-30-22,Melbourne CBD,7.092
712,2022-01-30-23,Melbourne CBD,3.312
713,2022-01-31-00,Melbourne CBD,4.363
714,2022-01-31-01,Melbourne CBD,5.73
715,2022-01-31-02,Melbourne CBD,5.608
716,2022-01-31-03,Melbourne CBD,4.903
717,2022-01-31-04,Melbourne CBD,5.501
718,2022-01-31-05,Melbourne CBD,5.406
719,2022-01-31-06,Melbourne CBD,6.707
720,2022-01-31-07,Melbourne CBD,11.353
721,2022-01-31-08,Melbourne CBD,11.198
722,2022-01-31-09,Melbourne CBD,12.484
723,2022-01-31-10,Melbourne CBD,13.215
724,2022-01-31-11,Melbourne CBD,8.078
725,2022-01-31-12,Melbourne CBD,11.485
726,2022-01-31-13,Melbourne CBD,17.998
727,2022-01-31-14,Melbourne CBD,14.465
728,2022-01-31-15,Melbourne CBD,16.77
729,2022-01-31-16,Melbourne CBD,18.183
730,2022-01-31-17,Melbourne CBD,12.483
731,2022-01-31-18,Melbourne CBD,11.946
732,2022-01-31-19,Melbourne CBD,5.501
733,2022-01-31-20,Melbourne CBD,6.669
734,2022-01-31-21,Melbourne CBD,14.398
735,2022-01-31-22,Melbourne CBD,6.918
736,2022-01-31-23,Melbourne CBD,7.449
737,2022-02-01-01,Melbourne CBD,11.182
738,2022-02-01-02,Melbourne CBD,8.232
739,2022-02-01-03,Melbourne CBD,11.221
740,2022-02-01-04,Melbourne CBD,9.075
741,2022-02-01-05,Melbourne CBD,11.535
742,2022-02-01-06,Melbourne CBD,10.507
743,2022-02-01-07,Melbourne CBD,13.311
744,2022-02-01-08,Melbourne CBD,10.626
745,2022-02-01-09,Melbourne CBD,12.996
746,2022-02-01-10,Melbourne CBD,12.006
747,2022-02-01-11,Melbourne CBD,9.968
748,2022-02-01-12,Melbourne CBD,7.168
749,2022-02-01-13,Melbourne CBD,2.238
750,2022-02-01-14,Melbourne CBD,6.093
751,2022-02-01-15,Melbourne CBD,7.897
752,2022-02-01-16,Melbourne CBD,7.538
753,2022-02-01-17,Melbourne CBD,11.756
754,2022-02-01-18,Melbourne CBD,4.355
755,2022-02-01-19,Melbourne CBD,2.785
756,2022-02-01-20,Melbourne CBD,2.736
757,2022-02-01-21,Melbourne CBD,7.254
758,2022-02-01-22,Melbourne CBD,1.611
759,2022-02-01-23,Melbourne CBD,8.234
760,2022-02-02-00,Melbourne CBD,-1.307
761,2022-02-02-01,Melbourne CBD,2.993
762,2022-02-02-02,Melbourne CBD,8.085
763,2022-02-02-03,Melbourne CBD,4.701
764,2022-02-02-04,Melbourne CBD,2.368
765,2022-02-02-05,Melbourne CBD,5.166
766,2022-02-02-06,Melbourne CBD,10.816
767,2022-02-02-07,Melbourne CBD,5.525
768,2022-02-02-08,Melbourne CBD,5.097
769,2022-02-02-09,Melbourne CBD,4.015
770,2022-02-02-10,Melbourne CBD,16.086
771,2022-02-02-11,Melbourne CBD,6.487
772,2022-02-02-12,Melbourne CBD,7.695
773,2022-02-02-14,Melbourne CBD,6.172
774,2022-02-02-15,Melbourne CBD,8.142
775,2022-02-02-16,Melbourne CBD,7.863
776,2022-02-02-17,Melbourne CBD,10.388
777,2022-02-02-18,Melbourne CBD,4.177
778,2022-02-02-19,Melbourne CBD,5.992
779,2022-02-02-20,Melbourne CBD,4.112
780,2022-02-02-21,Melbourne CBD,2.724
781,2022-02-02-22,Melbourne CBD,-0.259
782,2022-02-02-23,Melbourne CBD,5.92
783,2022-02-03-00,Melbourne CBD,3.767
784,2022-02-03-01,Melbourne CBD,5.494
785,2022-02-03-02,Melbourne CBD,2.66
786,2022-02-03-03,Melbourne CBD,10.26
787,2022-02-03-04,Melbourne CBD,3.517
788,2022-02-03-05,Melbourne CBD,0.397
789,2022-02-03-06,Melbourne CBD,4.341
790,2022-02-03-07,Melbourne CBD,2.686
791,2022-02-03-08,Melbourne CBD,5.206
792,2022-02-03-09,Melbourne CBD,11.498
793,2022-02-03-10,Melbourne CBD,4.581
794,2022-02-03-11,Melbourne CBD,7.019
795,2022-02-03-12,Melbourne CBD,10.663
796,2022-02-03-13,Melbourne CBD,1.553
797,2022-02-03-14,Melbourne CBD,8.427
798,2022-02-03-15,Melbourne CBD,6.474
799,2022-02-03-16,Melbourne CBD,8.454
800,2022-02-03-17,Melbourne CBD,3.995
801,2022-02-03-18,Melbourne CBD,10.133
802,2022-02-03-21,Melbourne CBD,0.167
803,2022-02-03-22,Melbourne CBD,5.466
804,2022-02-03-23,Melbourne CBD,7.95
805,2022-02-04-00,Melbourne CBD,5.052
806,2022-02-04-01,Melbourne CBD,5.101
807,2022-02-04-02,Melbourne CBD,2.457
808,2022-02-04-03,Melbourne CBD,9.051
809,2022-02-04-04,Melbourne CBD,1.085
810,2022-02-04-05,Melbourne CBD,3.726
811,2022-02-04-06,Melbourne CBD,3.735
812,2022-02-04-07,Melbourne CBD,4.473
813,2022-02-04-08,Melbourne CBD,6.88
814,2022-02-04-09,Melbourne CBD,8.456
815,2022-02-04-10,Melbourne CBD,5.523
816,2022-02-04-11,Melbourne CBD,5.133
817,2022-02-04-12,Melbourne CBD,3.832
818,2022-02-04-13,Melbourne CBD,0.919
819,2022-02-04-14,Melbourne CBD,8.52
820,2022-02-04-15,Melbourne CBD,2.811
821,2022-02-04-16,Melbourne CBD,2.366
822,2022-02-04-17,Melbourne CBD,6.077
823,2022-02-04-18,Melbourne CBD,5.936
824,2022-02-04-19,Melbourne CBD,6.906
825,2022-02-04-20,Melbourne CBD,9.103
826,2022-02-04-21,Melbourne CBD,1.108
827,2022-02-04-22,Melbourne CBD,-0.118
828,2022-02-05-00,Melbourne CBD,7.209
829,2022-02-05-01,Melbourne CBD,3.017
830,2022-02-05-02,Melbourne CBD,-4.24
831,2022-02-05-03,Melbourne CBD,4.067
832,2022-02-05-04,Melbourne CBD,5.948
833,2022-02-05-05,Melbourne CBD,4.361
834,2022-02-05-07,Melbourne CBD,3.821
835,2022-02-05-08,Melbourne CBD,9.124
836,2022-02-05-09,Melbourne CBD,12.284
837,2022-02-05-10,Melbourne CBD,18.152
838,2022-02-05-11,Melbourne CBD,4.677
839,2022-02-05-12,Melbourne CBD,7.335
840,2022-02-05-13,Melbourne CBD,2.106
841,2022-02-05-14,Melbourne CBD,0.998
842,2022-02-05-15,Melbourne CBD,1.822
843,2022-02-05-16,Melbourne CBD,8.719
844,2022-02-05-17,Melbourne CBD,7.307
845,2022-02-05-18,Melbourne CBD,3.903
846,2022-02-05-19,Melbourne CBD,1.433
847,2022-02-05-20,Melbourne CBD,-0.012
848,2022-02-05-21,Melbourne CBD,5.536
849,2022-02-05-22,Melbourne CBD,3.902
850,2022-02-05-23,Melbourne CBD,-0.168
851,2022-02-06-00,Melbourne CBD,2.299
852,2022-02-06-01,Melbourne CBD,2.247
853,2022-02-06-02,Melbourne CBD,9.915
854,2022-02-06-03,Melbourne CBD,5.681
855,2022-02-06-04,Melbourne CBD,4.029
856,2022-02-06-05,Melbourne CBD,7.812
857,2022-02-06-06,Melbourne CBD,-0.971
858,2022-02-06-07,Melbourne CBD,2.093
859,2022-02-06-08,Melbourne CBD,4.179
860,2022-02-06-09,Melbourne CBD,11.883
861,2022-02-06-10,Melbourne CBD,6.233
862,2022-02-06-11,Melbourne CBD,4.677
863,2022-02-06-12,Melbourne CBD,10.539
864,2022-02-06-13,Melbourne CBD,8.989
865,2022-02-06-14,Melbourne CBD,4.239
866,2022-02-06-15,Melbourne CBD,2.439
867,2022-02-06-16,Melbourne CBD,6.003
868,2022-02-06-17,Melbourne CBD,5.134
869,2022-02-06-18,Melbourne CBD,6.41
870,2022-02-06-19,Melbourne CBD,5.656
871,2022-02-06-20,Melbourne CBD,8.587
872,2022-02-06-21,Melbourne CBD,-0.032
873,2022-02-06-22,Melbourne CBD,9.742
874,2022-02-06-23,Melbourne CBD,2.117
875,2022-02-07-00,Melbourne CBD,4.51
876,2022-02-07-01,Melbourne CBD,-0.301
877,2022-02-07-02,Melbourne CBD,6.202
878,2022-02-07-03,Melbourne CBD,3.847
879,2022-02-07-04,Melbourne CBD,6.935
880,2022-02-07-05,Melbourne CBD,11.845
881,2022-02-07-06,Melbourne CBD,5.611
882,2022-02-07-07,Melbourne CBD,2.252
883,2022-02-07-08,Melbourne CBD,7.315
884,2022-02-07-09,Melbourne CBD,8.123
885,2022-02-07-10,Melbourne CBD,5.675
886,2022-02-07-11,Melbourne CBD,9.885
887,2022-02-07-12,Melbourne CBD,9.457
888,2022-02-07-13,Melbourne CBD,5.97
889,2022-02-07-14,Melbourne CBD,10.197
890,2022-02-07-15,Melbourne CBD,9.327
891,2022-02-07-16,Melbourne CBD,5.597
892,2022-02-07-17,Melbourne CBD,10.158
893,2022-02-07-18,Melbourne CBD,9.229
894,2022-02-07-19,Melbourne CBD,9.488
895,2022-02-07-20,Melbourne CBD,4.955
896,2022-02-07-21,Melbourne CBD,1.819
897,2022-02-07-22,Melbourne CBD,2.612
898,2022-02-07-23,Melbourne CBD,4.695
899,2022-02-08-00,Melbourne CBD,8.317
900,2022-02-08-01,Melbourne CBD,3.809
901,2022-02-08-02,Melbourne CBD,1.645
902,2022-02-08-03,Melbourne CBD,1.789
903,2022-02-08-04,Melbourne CBD,2.157
904,2022-02-08-05,Melbourne CBD,5.677
905,2022-02-08-06,Melbourne CBD,5.157
906,2022-02-08-07,Melbourne CBD,6.781
907,2022-02-08-08,Melbourne CBD,3.259
908,2022-02-08-09,Melbourne CBD,6.713
909,2022-02-08-10,Melbourne CBD,5.55
910,2022-02-08-11,Melbourne CBD,5.648
911,2022-02-08-12,Melbourne CBD,7.67
912,2022-02-08-13,Melbourne CBD,4.221
913,2022-02-08-14,Melbourne CBD,5.242
914,2022-02-08-15,Melbourne CBD,3.425
915,2022-02-08-16,Melbourne CBD,6.209
916,2022-02-08-17,Melbourne CBD,4.57
917,2022-02-08-18,Melbourne CBD,12.007
918,2022-02-08-19,Melbourne CBD,2.893
919,2022-02-08-20,Melbourne CBD,3.206
920,2022-02-08-21,Melbourne CBD,2.084
921,2022-02-08-22,Melbourne CBD,4.52
922,2022-02-08-23,Melbourne CBD,1.556
923,2022-02-09-00,Melbourne CBD,4.534
924,2022-02-09-01,Melbourne CBD,2.26
925,2022-02-09-02,Melbourne CBD,4.473
926,2022-02-09-03,Melbourne CBD,1.288
927,2022-02-09-04,Melbourne CBD,12.766
928,2022-02-09-05,Melbourne CBD,2.401
929,2022-02-09-06,Melbourne CBD,3.204
930,2022-02-09-07,Melbourne CBD,5.919
931,2022-02-09-08,Melbourne CBD,2.507
932,2022-02-09-09,Melbourne CBD,7.037
933,2022-02-09-10,Melbourne CBD,9.969
934,2022-02-09-11,Melbourne CBD,5.566
935,2022-02-09-12,Melbourne CBD,5.802
936,2022-02-09-13,Melbourne CBD,11.148
937,2022-02-09-14,Melbourne CBD,6.564
938,2022-02-09-15,Melbourne CBD,7.496
939,2022-02-09-16,Melbourne CBD,6.89
940,2022-02-09-17,Melbourne CBD,9.506
941,2022-02-09-18,Melbourne CBD,9.276
942,2022-02-09-19,Melbourne CBD,14.827
943,2022-02-09-20,Melbourne CBD,6.533
944,2022-02-09-21,Melbourne CBD,7.92
945,2022-02-09-22,Melbourne CBD,5.241
946,2022-02-09-23,Melbourne CBD,9.533
947,2022-02-10-00,Melbourne CBD,7.916
948,2022-02-10-01,Melbourne CBD,6.154
949,2022-02-10-02,Melbourne CBD,11.237
950,2022-02-10-03,Melbourne CBD,5.658
951,2022-02-10-04,Melbourne CBD,2.372
952,2022-02-10-05,Melbourne CBD,3.159
953,2022-02-10-06,Melbourne CBD,4.785
954,2022-02-10-07,Melbourne CBD,8.113
955,2022-02-10-08,Melbourne CBD,7.487
956,2022-02-10-09,Melbourne CBD,1.028
957,2022-02-10-10,Melbourne CBD,9.871
958,2022-02-10-11,Melbourne CBD,10.991
959,2022-02-10-12,Melbourne CBD,8.636
960,2022-02-10-13,Melbourne CBD,7.844
961,2022-02-10-14,Melbourne CBD,10.309
962,2022-02-10-15,Melbourne CBD,4.845
963,2022-02-10-16,Melbourne CBD,7.044
964,2022-02-10-17,Melbourne CBD,3.901
965,2022-02-10-18,Melbourne CBD,5.374
966,2022-02-10-19,Melbourne CBD,7.996
967,2022-02-10-20,Melbourne CBD,7.232
968,2022-02-10-21,Melbourne CBD,4.242
969,2022-02-10-22,Melbourne CBD,2.619
970,2022-02-10-23,Melbourne CBD,4.688
971,2022-02-11-00,Melbourne CBD,8.95
972,2022-02-11-01,Melbourne CBD,11.958
973,2022-02-11-02,Melbourne CBD,8.296
974,2022-02-11-03,Melbourne CBD,3.399
975,2022-02-11-04,Melbourne CBD,3.54
976,2022-02-11-05,Melbourne CBD,0.941
977,2022-02-11-06,Melbourne CBD,1.834
978,2022-02-11-07,Melbourne CBD,3.356
979,2022-02-11-08,Melbourne CBD,5.796
980,2022-02-11-09,Melbourne CBD,8.354
981,2022-02-11-10,Melbourne CBD,10.466
982,2022-02-11-11,Melbourne CBD,10.94
983,2022-02-11-12,Melbourne CBD,6.1
984,2022-02-11-13,Melbourne CBD,13.779
985,2022-02-11-14,Melbourne CBD,9.953
986,2022-02-11-15,Melbourne CBD,9.07
987,2022-02-11-16,Melbourne CBD,8.922
988,2022-02-11-17,Melbourne CBD,2.741
989,2022-02-11-18,Melbourne CBD,9.358
990,2022-02-11-19,Melbourne CBD,10.318
991,2022-02-11-20,Melbourne CBD,11.256
992,2022-02-11-21,Melbourne CBD,15.179
993,2022-02-11-22,Melbourne CBD,5.953
994,2022-02-11-23,Melbourne CBD,5.332
995,2022-02-12-00,Melbourne CBD,4.378
996,2022-02-12-01,Melbourne CBD,11.386
997,2022-02-12-02,Melbourne CBD,11.393
998,2022-02-12-03,Melbourne CBD,9.034
999,2022-02-12-04,Melbourne CBD,5.516
1000,2022-02-12-05,Melbourne CBD,9.673
1001,2022-02-12-06,Melbourne CBD,7.074
1002,2022-02-12-07,Melbourne CBD,1.896
1003,2022-02-12-08,Melbourne CBD,6.862
1004,2022-02-12-09,Melbourne CBD,11.683
1005,2022-02-12-10,Melbourne CBD,7.909
1006,2022-02-12-11,Melbourne CBD,10.487
1007,2022-02-12-12,Melbourne CBD,10.196
1008,2022-02-12-13,Melbourne CBD,3.882
1009,2022-02-12-14,Melbourne CBD,10.023
1010,2022-02-12-15,Melbourne CBD,8.301
1011,2022-02-12-16,Melbourne CBD,9.029
1012,2022-02-12-17,Melbourne CBD,11.778
1013,2022-02-12-18,Melbourne CBD,9.633
1014,2022-02-12-19,Melbourne CBD,3.696
1015,2022-02-12-20,Melbourne CBD,4.261
1016,2022-02-12-21,Melbourne CBD,4.741
1017,2022-02-12-22,Melbourne CBD,6.614
1018,2022-02-12-23,Melbourne CBD,3.38
1019,2022-02-13-00,Melbourne CBD,10.799
1020,2022-02-13-01,Melbourne CBD,5.758
1021,2022-02-13-02,Melbourne CBD,1.797
1022,2022-02-13-03,Melbourne CBD,4.443
1023,2022-02-13-04,Melbourne CBD,-2.125
1024,2022-02-13-05,Melbourne CBD,3.655
1025,2022-02-13-06,Melbourne CBD,7.042
1026,2022-02-13-07,Melbourne CBD,4.886
1027,2022-02-13-08,Melbourne CBD,5.993
1028,2022-02-13-09,Melbourne CBD,8.786
1029,2022-02-13-10,Melbourne CBD,7.696
1030,2022-02-13-11,Melbourne CBD,5.14
1031,2022-02-13-12,Melbourne CBD,11.418
1032,2022-02-13-13,Melbourne CBD,4.118
1033,2022-02-13-14,Melbourne CBD,0.481
1034,2022-02-13-15,Melbourne CBD,1.349
1035,2022-02-13-16,Melbourne CBD,8.084
1036,2022-02-13-17,Melbourne CBD,6.379
1037,2022-02-13-18,Melbourne CBD,10.892
1038,2022-02-13-19,Melbourne CBD,-0.648
1039,2022-02-13-20,Melbourne CBD,11.625
1040,2022-02-13-21,Melbourne CBD,7.243
1041,2022-02-13-22,Melbourne CBD,11.993
1042,2022-02-13-23,Melbourne CBD,6.173
1043,2022-02-14-00,Melbourne CBD,14.155
1044,2022-02-14-01,Melbourne CBD,12.41
1045,2022-02-14-02,Melbourne CBD,12.827
1046,2022-02-14-03,Melbourne CBD,8.368
1047,2022-02-14-04,Melbourne CBD,9.173
1048,2022-02-14-05,Melbourne CBD,5.923
1049,2022-02-14-06,Melbourne CBD,11.102
1050,2022-02-14-07,Melbourne CBD,12.433
1051,2022-02-14-08,Melbourne CBD,10.268
1052,2022-02-14-09,Melbourne CBD,15.537
1053,2022-02-14-10,Melbourne CBD,6.809
1054,2022-02-14-11,Melbourne CBD,7.976
1055,2022-02-14-12,Melbourne CBD,4.613
1056,2022-02-14-13,Melbourne CBD,7.797
1057,2022-02-14-14,Melbourne CBD,10.813
1058,2022-02-14-15,Melbourne CBD,13.239
1059,2022-02-14-16,Melbourne CBD,12.315
1060,2022-02-14-17,Melbourne CBD,6.986
1061,2022-02-14-18,Melbourne CBD,9.299
1062,2022-02-14-19,Melbourne CBD,10.139
1063,2022-02-14-20,Melbourne CBD,10.01
1064,2022-02-14-21,Melbourne CBD,11.101
1065,2022-02-14-22,Melbourne CBD,7.972
1066,2022-02-14-23,Melbourne CBD,16.052
1067,2022-02-15-00,Melbourne CBD,3.483
1068,2022-02-15-01,Melbourne CBD,11.892
1069,2022-02-15-02,Melbourne CBD,5.562
1070,2022-02-15-03,Melbourne CBD,9.89
1071,2022-02-15-04,Melbourne CBD,3.462
1072,2022-02-15-05,Melbourne CBD,4.454
1073,2022-02-15-06,Melbourne CBD,11.806
1074,2022-02-15-07,Melbourne CBD,4.048
1075,2022-02-15-08,Melbourne CBD,13.4
1076,2022-02-15-09,Melbourne CBD,10.563
1077,2022-02-15-10,Melbourne CBD,9.027
1078,2022-02-15-11,Melbourne CBD,9.012
1079,2022-02-15-12,Melbourne CBD,14.97
1080,2022-02-15-13,Melbourne CBD,3.803
1081,2022-02-15-14,Melbourne CBD,13.353
1082,2022-02-15-15,Melbourne CBD,12.037
1083,2022-02-15-16,Melbourne CBD,8.047
1084,2022-02-15-17,Melbourne CBD,9.312
1085,2022-02-15-18,Melbourne CBD,9.708
1086,2022-02-15-19,Melbourne CBD,4.864
1087,2022-02-15-20,Melbourne CBD,9.188
1088,2022-02-15-21,Melbourne CBD,12.86
1089,2022-02-15-22,Melbourne CBD,10.97
1090,2022-02-15-23,Melbourne CBD,7.554
1091,2022-02-16-00,Melbourne CBD,6.647
1092,2022-02-16-01,Melbourne CBD,9.183
1093,2022-02-16-02,Melbourne CBD,4.535
1094,2022-02-16-03,Melbourne CBD,4.924
1095,2022-02-16-04,Melbourne CBD,3.226
1096,2022-02-16-05,Melbourne CBD,3.994
1097,2022-02-16-06,Melbourne CBD,12.058
1098,2022-02-16-07,Melbourne CBD,7.533
1099,2022-02-16-08,Melbourne CBD,13.182
1100,2022-02-16-09,Melbourne CBD,11.858
1101,2022-02-16-10,Melbourne CBD,12.135
1102,2022-02-16-11,Melbourne CBD,13.461
1103,2022-02-16-12,Melbourne CBD,15.803
1104,2022-02-16-13,Melbourne CBD,17.291
1105,2022-02-16-14,Melbourne CBD,16.084
1106,2022-02-16-15,Melbourne CBD,10.53
1107,2022-02-16-16,Melbourne CBD,12.651
1108,2022-02-16-17,Melbourne CBD,12.605
1109,2022-02-16-18,Melbourne CBD,12.118
1110,2022-02-16-19,Melbourne CBD,9.322
1111,2022-02-16-20,Melbourne CBD,11.527
1112,2022-02-16-21,Melbourne CBD,7.275
1113,2022-02-16-22,Melbourne CBD,15.916
1114,2022-02-16-23,Melbourne CBD,8.742
1115,2022-02-17-00,Melbourne CBD,8.862
1116,2022-02-17-01,Melbourne CBD,4.172
1117,2022-02-17-02,Melbourne CBD,8.731
1118,2022-02-17-03,Melbourne CBD,9.294
1119,2022-02-17-04,Melbourne CBD,8.052
1120,2022-02-17-05,Melbourne CBD,1.507
1121,2022-02-17-06,Melbourne CBD,7.018
1122,2022-02-17-07,Melbourne CBD,6.913
1123,2022-02-17-08,Melbourne CBD,9.28
1124,2022-02-17-09,Melbourne CBD,10.293
1125,2022-02-17-10,Melbourne CBD,0.972
1126,2022-02-17-11,Melbourne CBD,-0.302
1127,2022-02-17-12,Melbourne CBD,-0.585
1128,2022-02-17-13,Melbourne CBD,4.067
1129,2022-02-17-14,Melbourne CBD,7.921
1130,2022-02-17-15,Melbourne CBD,4.594
1131,2022-02-17-16,Melbourne CBD,6.556
1132,2022-02-17-17,Melbourne CBD,6.788
1133,2022-02-17-18,Melbourne CBD,8.417
1134,2022-02-17-19,Melbourne CBD,8.835
1135,2022-02-17-20,Melbourne CBD,9.461
1136,2022-02-17-21,Melbourne CBD,11.231
1137,2022-02-17-22,Melbourne CBD,10.384
1138,2022-02-17-23,Melbourne CBD,6.801
1139,2022-02-18-00,Melbourne CBD,8.432
1140,2022-02-18-01,Melbourne CBD,8.273
1141,2022-02-18-02,Melbourne CBD,6.773
